lingq_id,term,fragment,hint,status,extended_status,tags,importance,last_studied_correct,first_seen,last_synced,notes
816890253,"der Scheibenwischer","Die Scheibenwischer sollten bald gewechselt werden.","cần gạt nước",1,0,level:b1;wortart:substantiv;thema:verkehr;voc:voc-20260522-1111,0,,2026-05-22,2026-05-22,
816890259,"der Schlauch","Die Schläuche der Waschmaschine wurden geprüft.","ống dẫn, ống mềm",1,0,level:b1;wortart:substantiv;thema:wohnen;voc:voc-20260522-1120,0,,2026-05-22,2026-05-22,
816890262,"der Schneefall","Wegen Schneefall fährt die Linie 12 anders.","trận tuyết rơi",1,0,level:b1;wortart:substantiv;thema:wetter;voc:voc-20260522-685,0,,2026-05-22,2026-05-22,
816890273,"der Schwimmkurs","Der Schwimmkurs für Erwachsene beginnt bald.","khóa học bơi",1,0,level:b1;wortart:substantiv;thema:freizeit;voc:voc-20260522-660,0,,2026-05-22,2026-05-22,
816890278,"der Sommerschlussverkauf","Der Sommerschlussverkauf läuft bis zum Ende des Herbstes.","đợt bán xả hàng cuối hè",1,0,level:b1;wortart:substantiv;thema:einkauf;voc:voc-20260522-271,0,,2026-05-22,2026-05-22,
816890282,"der Sonderpreis","Spanische Erdbeeren und Orangen sind zu einem Sonderpreis im Angebot.","giá ưu đãi",1,0,level:b1;wortart:substantiv;thema:einkauf;voc:voc-20260522-318,0,,2026-05-22,2026-05-22,
816890289,"der Sonnenschein","Für die kommende Woche wird nur begrenzter Sonnenschein erwartet.","ánh nắng mặt trời",1,0,level:b1;wortart:substantiv;thema:wetter;voc:voc-20260522-1066,0,,2026-05-22,2026-05-22,"[AI-sync 2026-05-22 | VOC-20260522-1066]\n\n## Grammar / Notes\nkhông có số nhiều"
816890298,"der Sonntagvormittag","Am Sonntagvormittag scheint die Sonne.","sáng Chủ nhật",1,0,level:b1;wortart:substantiv;thema:wetter;voc:voc-20260522-781,0,,2026-05-22,2026-05-22,
816890305,"der Sprecher","Der Sprecher sagt im Text…","phát thanh viên, người nói",1,0,level:b1;wortart:substantiv;thema:gesellschaft;voc:voc-20260522-1080,0,,2026-05-22,2026-05-22,
816890312,"der Stadtrand","Am Stadtrand gibt es viele Grillplätze.","vùng ven đô, ngoại ô",1,0,level:b1;wortart:substantiv;thema:wohnen;voc:voc-20260522-735,0,,2026-05-22,2026-05-22,
816890321,"der Stand","Den aktuellen Stand der Flyer erfragen.","tình trạng hiện tại",1,0,level:b1;thema:arbeit;wortart:substantiv;voc:voc-20260522-1053,0,,2026-05-22,2026-05-22,"[AI-sync 2026-05-22 | VOC-20260522-1053]\n\n## Grammar / Notes\nStand der Dinge"
816890327,"der Starkoch","Ein Starkoch gibt Kochtipps.","đầu bếp nổi tiếng",1,0,level:b1;wortart:substantiv;thema:freizeit;voc:voc-20260522-776,0,,2026-05-22,2026-05-22,
816890333,"der Stau","Es gibt Stau auf der Autobahn.","tắc đường, kẹt xe",1,0,level:b1;wortart:substantiv;thema:verkehr;voc:voc-20260522-792,0,,2026-05-22,2026-05-22,
816890340,"der Streik","Der Streik ist nicht der Grund für die Absage.","cuộc đình công",1,0,level:b1;thema:arbeit;wortart:substantiv;voc:voc-20260522-390,0,,2026-05-22,2026-05-22,
816890349,"der Stress","Ich habe gerade total viel Stress bei der Arbeit.","áp lực, căng thẳng",1,0,level:b1;thema:arbeit;wortart:substantiv;voc:voc-20260522-1090,0,,2026-05-22,2026-05-22,"[AI-sync 2026-05-22 | VOC-20260522-1090]\n\n## Grammar / Notes\nkhông có số nhiều"
816890355,"der technische Defekt","Der Zug kann aufgrund eines technischen Defekts nicht weiterfahren.","lỗi kỹ thuật",1,0,level:b1;thema:technologie;wortart:redemittel;voc:voc-20260522-1085,0,,2026-05-22,2026-05-22,
816890363,"der Temperaturrückgang","In der kommenden Woche wird ein Temperaturrückgang erwartet.","sự giảm nhiệt độ",1,0,level:b1;wortart:substantiv;thema:wetter;voc:voc-20260522-1051,0,,2026-05-22,2026-05-22,
816890373,"der Termin","Sie wird einen neuen Termin schriftlich bekommen.","lịch hẹn",1,0,level:b1;wortart:substantiv;thema:alltag;voc:voc-20260522-309,0,,2026-05-22,2026-05-22,
816890382,"der Tropfen","Die Tropfen sind für Erwachsene und Kinder ab 6 Jahren geeignet.","giọt thuốc",1,0,level:b1;wortart:substantiv;thema:gesundheit;voc:voc-20260522-1081,0,,2026-05-22,2026-05-22,
816890386,"der Umzug","Wegen eines Umzugs ist nicht der Grund.","việc chuyển nhà",1,0,level:b1;wortart:substantiv;thema:wohnen;voc:voc-20260522-380,0,,2026-05-22,2026-05-22,
816890397,"der Unfall","Kein Unfall wird erwähnt.","tai nạn",1,0,level:b1;wortart:substantiv;thema:verkehr;voc:voc-20260522-386,0,,2026-05-22,2026-05-22,
816890406,"der Urlaub","Lena fährt mit ihren Kindern in den Urlaub.","kỳ nghỉ",1,0,level:b1;wortart:substantiv;thema:reisen;voc:voc-20260522-1091,0,,2026-05-22,2026-05-22,
816890413,"der Veranstaltungstipp","SWR3 mit den Veranstaltungstipps.","mẹo sự kiện, gợi ý sự kiện",1,0,level:b1;wortart:substantiv;thema:freizeit;voc:voc-20260522-1076,0,,2026-05-22,2026-05-22,
816890418,"der Versand","Es wird nicht über Versandkosten gesprochen.","việc gửi hàng",1,0,level:b1;wortart:substantiv;thema:einkauf;voc:voc-20260522-215,0,,2026-05-22,2026-05-22,
816890425,"der Vertrag","Der Vertrag gehört meiner Tochter.","hợp đồng",1,0,level:b1;wortart:substantiv;thema:behörde;voc:voc-20260522-1092,0,,2026-05-22,2026-05-22,
816890432,"der Vormittag","Diese Zeit fällt auf den Vormittag.","buổi sáng",1,0,level:b1;wortart:substantiv;thema:allgemein;voc:voc-20260522-373,0,,2026-05-22,2026-05-22,
816890440,"der Wasserpark","Der Wasserpark ist heute geöffnet.","công viên nước",1,0,level:b1;wortart:substantiv;thema:freizeit;voc:voc-20260522-694,0,,2026-05-22,2026-05-22,
816890447,"der Wasserschaden","Die Buchhandlung ist wegen eines Wasserschadens geschlossen.","hư hại do nước",1,0,level:b1;wortart:substantiv;thema:wohnen;voc:voc-20260522-397,0,,2026-05-22,2026-05-22,
816890454,"der Weihnachtsmarkt","Der Weihnachtsmarkt ist freitags bis 22 Uhr geöffnet.","chợ Giáng sinh",1,0,level:b1;wortart:substantiv;thema:freizeit;voc:voc-20260522-642,0,,2026-05-22,2026-05-22,
816890461,"der Wellness-Bereich","Der Wellness-Bereich bleibt geöffnet.","khu chăm sóc thư giãn",1,0,level:b1;wortart:substantiv;thema:freizeit;voc:voc-20260522-693,0,,2026-05-22,2026-05-22,
816890471,"der Werktag","An Werktagen beginnt die Reinigung um 6 Uhr.","ngày làm việc, ngày thường",1,0,level:b1;wortart:substantiv;thema:alltag;voc:voc-20260522-634,0,,2026-05-22,2026-05-22,
816890480,"der Wetterbericht","Wetterbericht online prüfen.","bản tin thời tiết",1,0,level:b1;wortart:substantiv;thema:wetter;voc:voc-20260522-1008,0,,2026-05-22,2026-05-22,
816890489,"der Wochenmarkt","Der Wochenmarkt findet samstags statt.","chợ phiên hàng tuần",1,0,level:b1;wortart:substantiv;thema:einkauf;voc:voc-20260522-652,0,,2026-05-22,2026-05-22,
816890494,"der Wochentag","An Wochentagen gelten andere Zeiten.","ngày trong tuần",1,0,level:b1;wortart:substantiv;thema:alltag;voc:voc-20260522-649,0,,2026-05-22,2026-05-22,
816890501,"der Yogakurs","Die Yogakurse finden montags und donnerstags statt.","khoá yoga",1,0,level:b1;wortart:substantiv;thema:freizeit;voc:voc-20260522-1125,0,,2026-05-22,2026-05-22,
816890511,"der Zahnarzt","Herr Didi soll mit der Versichertenkarte zum Zahnarzt gehen.","nha sĩ",1,0,level:b1;wortart:substantiv;thema:gesundheit;voc:voc-20260522-333,0,,2026-05-22,2026-05-22,
816890519,"der Zauberer","Ein Zauberer tritt am Sonntag auf.","ảo thuật gia",1,0,level:b1;wortart:substantiv;thema:freizeit;voc:voc-20260522-1036,0,,2026-05-22,2026-05-22,
816890523,"der Zeitpunkt","Zu einem späteren Zeitpunkt wird sie gezeigt.","thời điểm",1,0,level:b1;wortart:substantiv;thema:allgemein;voc:voc-20260522-773,0,,2026-05-22,2026-05-22,
816890524,"der Zeitraum","Sie bieten einen neuen Zeitraum zwischen 17 und 19 Uhr an.","khoảng thời gian",1,0,level:b1;wortart:substantiv;thema:allgemein;voc:voc-20260522-277,0,,2026-05-22,2026-05-22,
816890539,"der Zugang","Der Zugang erfolgt über die Kreuzstraße.","lối vào, sự tiếp cận",1,0,level:b1;wortart:substantiv;thema:verkehr;voc:voc-20260522-755,0,,2026-05-22,2026-05-22,
816890549,"der Zugriff","Wann ist der Online-Banking-Zugriff nicht verfügbar?","quyền truy cập",1,0,level:b1;wortart:substantiv;thema:technologie;voc:voc-20260522-371,0,,2026-05-22,2026-05-22,
816890553,"der Zuschauer","Was können die Zuschauer heute erwarten?","khán giả/người xem",1,0,level:b1;wortart:substantiv;thema:freizeit;voc:voc-20260522-227,0,,2026-05-22,2026-05-22,
816890562,derzeit,"Die Züge verkehren derzeit alle 20 Minuten.","hiện tại",1,0,level:b1;thema:allgemein;wortart:adverb;voc:voc-20260522-453,3,,2026-05-22,2026-05-22,
816890572,deutlich,"Die Ansage macht deutlich, dass die S8 von Gleis 12 abfährt.","rõ ràng",1,0,level:b1;wortart:adjektiv;thema:allgemein;voc:voc-20260522-348,3,,2026-05-22,2026-05-22,
816890577,Deutschkurs,"Sich für einen Deutschkurs anmelden.","khóa học tiếng Đức",1,0,level:b1;wortart:substantiv;thema:bildung;voc:voc-20260522-541,0,,2026-05-22,2026-05-22,
816890582,deutschlandweit,"Deutschlandweit fallen die Temperaturen.","trên toàn nước Đức",1,0,level:b1;wortart:adjektiv;thema:wetter;voc:voc-20260522-924,0,,2026-05-22,2026-05-22,
816890589,"die Abfahrt","Die Abfahrt erfolgt heute von Gleis 4.","sự khởi hành",1,0,level:b1;wortart:substantiv;thema:verkehr;voc:voc-20260522-1065,0,,2026-05-22,2026-05-22,
816890598,"die Abholung","Ihr Wagen ist bereit zur Abholung.","việc nhận, lấy về",1,0,level:b1;wortart:substantiv;thema:verkehr;voc:voc-20260522-1063,0,,2026-05-22,2026-05-22,
816890602,"die Ablehnung","Das ist nicht der Grund für die Ablehnung.","sự từ chối",1,0,level:b1;wortart:substantiv;thema:allgemein;voc:voc-20260522-1096,0,,2026-05-22,2026-05-22,
816890609,"die Ablenkung","Die Uhrzeit 8 Uhr wird als Ablenkung genutzt.","sự đánh lạc hướng, câu bẫy",1,0,level:b1;wortart:substantiv;thema:allgemein;voc:voc-20260522-635,0,,2026-05-22,2026-05-22,
816890615,"die Abteilung","Die Abteilung für zeitgenössische Kunst ist vorübergehend verlegt.","bộ phận, khu",1,0,level:b1;thema:arbeit;wortart:substantiv;voc:voc-20260522-1026,0,,2026-05-22,2026-05-22,
816890623,"die Agentur","Agentur für Arbeit ist eine Behörde.","cơ quan/đại lý",1,0,level:b1;wortart:substantiv;thema:behörde;voc:voc-20260522-325,0,,2026-05-22,2026-05-22,
816890628,"die Alternative","Diese Wohnung ist eine Alternative.","giải pháp thay thế",1,0,level:b1;wortart:substantiv;thema:allgemein;voc:voc-20260522-280,0,,2026-05-22,2026-05-22,
816890636,"die Angelegenheit","Bei dringenden Angelegenheiten anrufen.","vấn đề/việc cần giải quyết",1,0,level:b1;wortart:substantiv;thema:allgemein;voc:voc-20260522-294,0,,2026-05-22,2026-05-22,
816890642,"die Ankunft","Die Ankunft des Zuges wurde vorverlegt.","sự đến nơi",1,0,level:b1;wortart:substantiv;thema:verkehr;voc:voc-20260522-1042,0,,2026-05-22,2026-05-22,
816890651,"die Ankunftszeit","8:30 Uhr ist die Ankunftszeit, nicht der Prüfungsbeginn.","giờ đến",1,0,level:b1;wortart:substantiv;thema:allgemein;voc:voc-20260522-360,0,,2026-05-22,2026-05-22,
816890656,"die Ankündigung","Die Konzertankündigung wurde veröffentlicht.","thông báo, lời báo trước",1,0,level:b1;wortart:substantiv;thema:allgemein;voc:voc-20260522-675,0,,2026-05-22,2026-05-22,
816890663,"die Anmeldefrist","Die Anmeldefrist endet am Montag.","hạn đăng ký",1,0,level:b1;wortart:substantiv;thema:bildung;voc:voc-20260522-668,0,,2026-05-22,2026-05-22,
816890671,"die Anmeldung","Die Anmeldung ist bis 11. Dezember möglich.","việc đăng ký",1,0,level:b1;wortart:substantiv;thema:behörde;voc:voc-20260522-669,0,,2026-05-22,2026-05-22,
816890679,"die Ansage","In der Ansage wird gesagt, dass die S4 von Gleis 7 abfährt.","lời thông báo",1,0,level:b1;wortart:substantiv;thema:verkehr;voc:voc-20260522-311,0,,2026-05-22,2026-05-22,
816890688,"die Anschlussverbindung","Anschlussverbindungen nach Regensburg und Schwäbisch Hall.","chuyến tàu nối",1,0,level:b1;wortart:substantiv;thema:verkehr;voc:voc-20260522-1072,0,,2026-05-22,2026-05-22,
816890698,"die Anzeigetafel","Auf den Anzeigetafeln werden aktuelle Fluginformationen angezeigt.","bảng hiển thị",1,0,level:b1;wortart:substantiv;thema:reisen;voc:voc-20260522-1005,0,,2026-05-22,2026-05-22,
816890701,"die Apotheke","Im Text wird keine Apotheke erwähnt.","hiệu thuốc",1,0,level:b1;wortart:substantiv;thema:gesundheit;voc:voc-20260522-260,0,,2026-05-22,2026-05-22,
816890712,"die Arztpraxis","Der Anruf kommt von einer Arztpraxis.","phòng khám bác sĩ",1,0,level:b1;wortart:substantiv;thema:gesundheit;voc:voc-20260522-259,0,,2026-05-22,2026-05-22,
816890715,"die Atemwege","Reizungen der Atemwege sind möglich.","đường hô hấp",1,0,level:b1;wortart:substantiv;thema:gesundheit;voc:voc-20260522-608,0,,2026-05-22,2026-05-22,"[AI-sync 2026-05-22 | VOC-20260522-608]\n\n## Grammar / Notes\nthường dùng số nhiều"
816890720,"die Attraktion","Der Markt bietet viele Attraktionen.","điểm hấp dẫn, sự thu hút",1,0,level:b1;wortart:substantiv;thema:freizeit;voc:voc-20260522-683,0,,2026-05-22,2026-05-22,
816890727,"die Aufmerksamkeit","Andere Uhrzeiten sollen die Aufmerksamkeit ablenken.","sự chú ý",1,0,level:b1;wortart:substantiv;thema:allgemein;voc:voc-20260522-677,0,,2026-05-22,2026-05-22,
816890731,"die Ausfahrt","Welche Autobahnausfahrt ist gesperrt?","lối ra (đường cao tốc)",1,0,level:b1;wortart:substantiv;thema:verkehr;voc:voc-20260522-405,0,,2026-05-22,2026-05-22,
816890736,"die Ausweispapiere","Die Frau hat keine Ausweispapiere bei sich.","giấy tờ tùy thân",1,0,level:b1;wortart:substantiv;thema:behörde;voc:voc-20260522-1100,0,,2026-05-22,2026-05-22,"[AI-sync 2026-05-22 | VOC-20260522-1100]\n\n## Grammar / Notes\nthường ở số nhiều"
816890746,"die Autobahn","Die Autobahnausfahrt 15 ist gesperrt.","đường cao tốc",1,0,level:b1;wortart:substantiv;thema:verkehr;voc:voc-20260522-406,0,,2026-05-22,2026-05-22,
816890755,"die Bankenkrise","Aufgrund der Bankenkrise wird eine Sondersendung ausgestrahlt.","khủng hoảng ngân hàng",1,0,level:b1;wortart:substantiv;thema:gesellschaft;voc:voc-20260522-1061,0,,2026-05-22,2026-05-22,
816890765,"die Barzahlung","Sie können ohne Barzahlung einkaufen.","thanh toán bằng tiền mặt",1,0,level:b1;wortart:substantiv;thema:einkauf;voc:voc-20260522-321,0,,2026-05-22,2026-05-22,
816890773,"die Bauarbeit","Aufgrund von Bauarbeiten ist die Haltestelle nicht zugänglich.","công việc xây dựng",1,0,level:b1;wortart:substantiv;thema:verkehr;voc:voc-20260522-265,0,,2026-05-22,2026-05-22,"[AI-sync 2026-05-22 | VOC-20260522-265]\n\n## Grammar / Notes\nthường dùng số nhiều"
816890780,"die Bauarbeiten","Wegen Bauarbeiten ist die Brücke gesperrt.","công việc xây dựng",1,0,level:b1;wortart:substantiv;thema:wohnen;voc:voc-20260522-797,0,,2026-05-22,2026-05-22,"[AI-sync 2026-05-22 | VOC-20260522-797]\n\n## Grammar / Notes\nthường dùng số nhiều"
816890786,"die Baustelle","Mein Sohn interessiert sich total für Baustellen.","công trường xây dựng",1,0,level:b1;wortart:substantiv;thema:wohnen;voc:voc-20260522-1103,0,,2026-05-22,2026-05-22,
816890793,"die Begründung","In der Begründung steht der Grund klar.","lý do, lập luận",1,0,level:b1;wortart:substantiv;thema:allgemein;voc:voc-20260522-1031,0,,2026-05-22,2026-05-22,
816890801,"die Behandlung","Es geht nicht um eine sofortige Behandlung.","việc điều trị",1,0,level:b1;wortart:substantiv;thema:gesundheit;voc:voc-20260522-335,0,,2026-05-22,2026-05-22,
816890808,"die Beratung","Kostenlose Beratung durch einen Trainer.","buổi tư vấn",1,0,level:b1;thema:arbeit;wortart:substantiv;voc:voc-20260522-1030,0,,2026-05-22,2026-05-22,
816890817,"die Betriebsstörung","Der S70 hält heute aufgrund einer Betriebsstörung nicht in Hamburg-Harburg.","sự cố hoạt động",1,0,level:b1;wortart:substantiv;thema:verkehr;voc:voc-20260522-1074,0,,2026-05-22,2026-05-22,
816890825,"die Bibliothek","In der Bibliothek findet eine Buchvorstellung statt.","thư viện",1,0,level:b1;wortart:substantiv;thema:bildung;voc:voc-20260522-670,0,,2026-05-22,2026-05-22,
816890829,"die Bibliotheksführung","Kostenlose Bibliotheksführungen werden nicht erwähnt.","buổi giới thiệu thư viện",1,0,level:b1;wortart:substantiv;thema:bildung;voc:voc-20260522-1023,0,,2026-05-22,2026-05-22,
816890838,"die Blutwerte","Er soll die Blutwerte für die Anästhesie holen.","các chỉ số máu",1,0,level:b1;wortart:substantiv;thema:gesundheit;voc:voc-20260522-340,0,,2026-05-22,2026-05-22,"[AI-sync 2026-05-22 | VOC-20260522-340]\n\n## Grammar / Notes\nthường ở số nhiều"
816890847,"die Bremse","Die Bremsen des Autos wurden erneuert.","phanh, thắng xe",1,0,level:b1;wortart:substantiv;thema:verkehr;voc:voc-20260522-1109,0,,2026-05-22,2026-05-22,
816890853,"die Broschüre","Den Stand der neuen Broschüren erfragen.","tập gấp, brochure",1,0,level:b1;thema:arbeit;wortart:substantiv;voc:voc-20260522-1058,0,,2026-05-22,2026-05-22,
816890860,"die Brücke","Die Rheinbrücke ist gesperrt.","cây cầu",1,0,level:b1;wortart:substantiv;thema:verkehr;voc:voc-20260522-799,0,,2026-05-22,2026-05-22,
816890870,"die Buchhandlung","Die Buchhandlung am Markt ist geschlossen.","hiệu sách",1,0,level:b1;wortart:substantiv;thema:einkauf;voc:voc-20260522-396,0,,2026-05-22,2026-05-22,
816890876,"die Buchvorstellung","Die Buchvorstellung findet am Mittwoch statt.","buổi giới thiệu sách",1,0,level:b1;wortart:substantiv;thema:bildung;voc:voc-20260522-667,0,,2026-05-22,2026-05-22,
816890881,"die Bundesstraße","Auf der Bundesstraße 54 sind Kühe.","quốc lộ",1,0,level:b1;wortart:substantiv;thema:verkehr;voc:voc-20260522-789,0,,2026-05-22,2026-05-22,
816890885,"die Bäckerei","In der Bäckerei gibt es frisches Brot.","tiệm bánh mì",1,0,level:b1;wortart:substantiv;thema:einkauf;voc:voc-20260522-688,0,,2026-05-22,2026-05-22,
816890893,"die Büroleiterin","Frau Glück, die Büroleiterin, soll angerufen werden.","nữ trưởng văn phòng",1,0,level:b1;thema:arbeit;wortart:substantiv;voc:voc-20260522-344,0,,2026-05-22,2026-05-22,
816890903,"die Dokumentation","Die Dokumentation wird später ausgestrahlt.","phim tài liệu",1,0,level:b1;wortart:substantiv;thema:freizeit;voc:voc-20260522-772,0,,2026-05-22,2026-05-22,
816890907,"die Durchsage","An welchem Gleis fährt der Zug nach Dortmund?","thông báo qua loa",1,0,level:b1;wortart:substantiv;thema:verkehr;voc:voc-20260522-246,0,,2026-05-22,2026-05-22,
816890919,"die Einladung","Es gibt keine Einladung ins Radiostudio.","lời mời",1,0,level:b1;wortart:substantiv;thema:gesellschaft;voc:voc-20260522-1079,0,,2026-05-22,2026-05-22,
816890926,"die Eintrittskarte","Eintrittskarten für ein Konzert gewinnen.","vé vào cửa",1,0,level:b1;wortart:substantiv;thema:freizeit;voc:voc-20260522-1078,0,,2026-05-22,2026-05-22,
816890935,"die Eisenbahnbrücke","Eine neue Eisenbahnbrücke wird gebaut.","cầu đường sắt",1,0,level:b1;wortart:substantiv;thema:verkehr;voc:voc-20260522-1059,0,,2026-05-22,2026-05-22,
816890942,"die Empfehlung","Die Empfehlung gilt vor allem für die Mittagszeit.","lời khuyến nghị",1,0,level:b1;wortart:substantiv;thema:gesundheit;voc:voc-20260522-606,0,,2026-05-22,2026-05-22,
816890946,"die Erkältung","Eine Erkältung kann man vermeiden.","bệnh cảm lạnh",1,0,level:b1;wortart:substantiv;thema:gesundheit;voc:voc-20260522-728,0,,2026-05-22,2026-05-22,
